brand,model,year,engine_size,fuel_type,transmission,mileage,car_type,drive_type,price
Toyota,Camry,2022,3.1,Electric,Manual,65783,Truck,AWD,887768
Hyundai,Tucson,2022,2.0,Hybrid,CVT,111307,Hatchback,FWD,6141280
Suzuki,Cultus,2008,2.3,Petrol,Manual,13240,SUV,RWD,4545043
Hyundai,Elantra,2022,1.1,Diesel,Manual,106222,SUV,FWD,2317971
Toyota,Corolla,2014,3.3,Diesel,CVT,23004,Hatchback,AWD,3775488
Honda,Accord,2007,1.5,Electric,Automatic,23282,Hatchback,RWD,1972939
Kia,Cerato,2006,1.5,Electric,Automatic,26715,Truck,AWD,2085588
Suzuki,Cultus,2015,2.6,Diesel,Automatic,188983,SUV,RWD,1879043
Honda,City,2014,1.8,Hybrid,CVT,133947,Sedan,AWD,2765383
Toyota,Fortuner,2010,3.3,Petrol,Manual,115402,Truck,FWD,1277925
Honda,City,2005,2.1,Hybrid,CVT,83319,Truck,FWD,6634108
Hyundai,Elantra,2012,3.7,Diesel,Manual,178930,Sedan,FWD,6029460
Suzuki,Swift,2021,1.7,Diesel,Automatic,77630,Sedan,RWD,5983583
Suzuki,WagonR,2009,2.3,Petrol,Automatic,130388,Truck,FWD,6084309
Toyota,Camry,2012,2.6,Diesel,Manual,15160,Hatchback,FWD,4407854
Suzuki,Alto,2007,2.6,Diesel,Automatic,90629,SUV,AWD,4156764
Kia,Cerato,2013,1.6,Electric,Manual,102281,SUV,FWD,1279464
Kia,Cerato,2021,3.3,Hybrid,CVT,88023,Sedan,FWD,7518933
Suzuki,Cultus,2010,3.8,Hybrid,Manual,117143,Hatchback,RWD,3249518
Honda,Civic,2014,2.2,Diesel,Manual,17686,SUV,FWD,4146549
Honda,City,2019,1.0,Hybrid,CVT,81699,Sedan,AWD,4824377
Hyundai,Elantra,2007,1.0,Hybrid,CVT,71904,SUV,AWD,3226467
Suzuki,Cultus,2016,1.2,Diesel,Manual,144956,SUV,FWD,5544383
Toyota,Camry,2010,3.7,Petrol,Manual,199130,Sedan,RWD,1634609
Toyota,Fortuner,2006,3.0,Hybrid,Automatic,80022,SUV,RWD,3152557
Suzuki,Alto,2010,3.6,Electric,CVT,161283,Hatchback,FWD,4199287
Suzuki,Swift,2023,3.5,Hybrid,Automatic,151078,Sedan,RWD,7125208
Honda,Civic,2022,2.9,Hybrid,Manual,147685,Sedan,FWD,3153727
Honda,Accord,2023,2.2,Hybrid,Automatic,195385,Sedan,AWD,1177990
Hyundai,Sonata,2013,1.5,Hybrid,CVT,99191,Hatchback,FWD,1289095
Kia,Picanto,2013,1.8,Diesel,Automatic,69295,SUV,AWD,7187104
Suzuki,Cultus,2011,1.1,Electric,CVT,51115,Sedan,RWD,1177499
Toyota,Yaris,2012,3.9,Electric,CVT,172967,Sedan,RWD,3847959
Kia,Cerato,2016,1.1,Electric,Automatic,150100,Truck,RWD,3689909
Hyundai,Sonata,2020,1.0,Petrol,Automatic,159422,SUV,RWD,5044427
Toyota,Fortuner,2021,2.2,Electric,Manual,177035,Sedan,FWD,1361079
Honda,City,2017,2.1,Hybrid,Automatic,51649,Sedan,FWD,1219358
Toyota,Camry,2017,1.2,Hybrid,Automatic,50525,Sedan,AWD,6955779
Suzuki,Swift,2017,1.9,Hybrid,Automatic,188133,SUV,FWD,1594180
Honda,Accord,2007,1.2,Hybrid,Automatic,13265,Hatchback,RWD,1251348
Suzuki,Cultus,2015,1.6,Hybrid,Manual,43376,SUV,FWD,6506850
Suzuki,Swift,2016,3.2,Petrol,Automatic,70609,Hatchback,RWD,2918473
Hyundai,Sonata,2019,3.1,Diesel,Automatic,110747,SUV,AWD,6883426
Toyota,Yaris,2018,0.8,Diesel,CVT,196427,SUV,RWD,7474155
Honda,City,2006,1.3,Diesel,Automatic,8128,Truck,FWD,3341161
Suzuki,Swift,2010,1.7,Diesel,Manual,199216,SUV,RWD,1100886
Hyundai,Elantra,2008,2.0,Hybrid,Automatic,124658,Truck,AWD,5458855
Hyundai,Elantra,2013,3.7,Diesel,CVT,25940,Hatchback,AWD,1550105
Honda,BR-V,2014,2.8,Electric,Manual,21907,Sedan,RWD,3003458
Kia,Sportage,2020,1.7,Petrol,Manual,42786,Hatchback,FWD,5972434
Suzuki,Alto,2019,3.6,Electric,CVT,25856,SUV,RWD,2433295
Honda,City,2019,1.4,Diesel,CVT,82190,Sedan,AWD,4879763
Toyota,Corolla,2005,1.7,Diesel,Manual,195256,SUV,AWD,4159926
Toyota,Yaris,2017,0.9,Diesel,CVT,161707,Sedan,FWD,5200221
Toyota,Fortuner,2022,2.5,Electric,CVT,114526,SUV,AWD,4139298
Toyota,Corolla,2007,2.8,Hybrid,Automatic,138849,Hatchback,AWD,3604933
Hyundai,Sonata,2020,3.0,Hybrid,Manual,98635,Hatchback,RWD,5601718
Suzuki,WagonR,2013,2.6,Hybrid,CVT,137818,SUV,FWD,5626396
Honda,City,2012,2.1,Petrol,Manual,95695,Truck,AWD,5290065
Kia,Sportage,2007,2.8,Petrol,Manual,198157,Hatchback,FWD,829827
Kia,Cerato,2008,1.6,Hybrid,Automatic,98172,Sedan,AWD,4423142
Honda,Accord,2022,1.3,Electric,CVT,117463,Sedan,RWD,3774518
Toyota,Camry,2017,2.3,Diesel,Manual,181556,SUV,AWD,7784177
Toyota,Yaris,2006,1.6,Hybrid,Manual,22328,Sedan,RWD,3715402
Honda,City,2014,0.8,Diesel,Manual,138097,Hatchback,FWD,1613621
Toyota,Fortuner,2011,1.1,Electric,Manual,186823,Truck,FWD,7731286
Kia,Picanto,2022,1.5,Hybrid,CVT,181952,Sedan,FWD,1326067
Kia,Cerato,2016,1.8,Petrol,CVT,83119,Hatchback,FWD,6774003
Kia,Sportage,2013,1.0,Diesel,Automatic,168882,SUV,FWD,4639224
Toyota,Fortuner,2005,1.2,Petrol,Manual,29256,Truck,FWD,5868773
Toyota,Fortuner,2022,1.3,Electric,Automatic,150186,SUV,RWD,7119738
Toyota,Corolla,2006,2.5,Electric,Automatic,79329,Hatchback,RWD,6693503
Toyota,Fortuner,2008,1.8,Petrol,CVT,152243,Hatchback,FWD,6927315
Kia,Cerato,2012,1.2,Electric,Manual,171267,Truck,AWD,1933621
Toyota,Corolla,2015,2.2,Hybrid,Automatic,70530,SUV,AWD,2338334
Honda,City,2020,2.5,Diesel,CVT,53878,Sedan,RWD,5047526
Hyundai,Tucson,2011,2.7,Hybrid,Automatic,27238,Sedan,AWD,831711
Hyundai,Sonata,2022,1.1,Diesel,Manual,49396,Hatchback,FWD,5765465
Suzuki,Swift,2012,2.5,Petrol,Manual,11470,SUV,RWD,1539728
Hyundai,Elantra,2014,1.6,Petrol,Automatic,40077,Hatchback,AWD,1467522
Hyundai,Tucson,2007,3.7,Petrol,Manual,88173,Truck,RWD,6175657
Suzuki,Swift,2013,0.8,Petrol,CVT,128094,SUV,RWD,6955096
Suzuki,Cultus,2017,1.9,Diesel,CVT,120721,SUV,RWD,5818226
Toyota,Corolla,2008,3.5,Electric,Automatic,36742,Hatchback,RWD,4762430
Suzuki,Swift,2017,3.9,Diesel,CVT,122758,Truck,RWD,7127280
Kia,Cerato,2017,3.3,Petrol,CVT,79594,Truck,AWD,5673091
Kia,Cerato,2008,2.9,Hybrid,Automatic,40740,Sedan,RWD,1140895
Hyundai,Elantra,2009,0.9,Diesel,Manual,73940,Truck,AWD,7256646
Hyundai,Elantra,2012,2.7,Electric,Automatic,184141,Truck,FWD,1449694
Suzuki,Cultus,2023,2.5,Hybrid,CVT,86141,SUV,FWD,6336131
Toyota,Fortuner,2009,3.1,Hybrid,Manual,177146,Sedan,FWD,3210048
Hyundai,Elantra,2014,3.3,Electric,CVT,138266,Sedan,FWD,1852751
Toyota,Camry,2018,0.8,Petrol,CVT,137867,SUV,FWD,3071287
Suzuki,Cultus,2007,3.1,Petrol,Manual,142768,SUV,FWD,5272924
Suzuki,Alto,2016,1.8,Diesel,Manual,89311,Truck,AWD,6620217
Honda,BR-V,2012,3.2,Electric,Automatic,181091,Truck,AWD,7450114
Kia,Sportage,2008,4.0,Petrol,Manual,158163,Sedan,AWD,3911847
Suzuki,Cultus,2017,1.0,Electric,CVT,15702,Sedan,FWD,6439772
Suzuki,Swift,2008,2.8,Hybrid,Automatic,89778,SUV,FWD,5289009
Toyota,Camry,2020,1.0,Hybrid,Manual,160822,SUV,AWD,7401714
Toyota,Corolla,2018,2.6,Petrol,Automatic,162826,Hatchback,FWD,2319639
Suzuki,Cultus,2021,2.7,Hybrid,CVT,76486,Sedan,AWD,1903961
Toyota,Corolla,2013,3.6,Petrol,CVT,31158,Truck,RWD,4565982
Suzuki,Cultus,2023,2.9,Petrol,Manual,150585,SUV,AWD,7772344
Kia,Picanto,2007,3.8,Petrol,Automatic,98444,Hatchback,FWD,6358252
Kia,Cerato,2023,1.7,Electric,Manual,42555,Truck,RWD,3741956
Suzuki,WagonR,2018,3.5,Petrol,Automatic,102939,Truck,AWD,6509031
Kia,Picanto,2009,1.1,Petrol,Automatic,124092,Sedan,FWD,7585564
Suzuki,WagonR,2012,3.5,Hybrid,Manual,67877,Truck,AWD,4920926
Toyota,Yaris,2007,3.9,Diesel,Automatic,159032,SUV,RWD,7304403
Hyundai,Sonata,2017,1.1,Petrol,Manual,180196,SUV,RWD,2281345
Kia,Sportage,2016,3.4,Hybrid,Automatic,99515,Truck,AWD,4666241
Toyota,Corolla,2005,1.5,Electric,CVT,147468,Hatchback,FWD,4118467
Toyota,Yaris,2009,1.2,Electric,Manual,88985,Sedan,FWD,6025661
Honda,Civic,2012,2.4,Diesel,CVT,164063,Sedan,FWD,5918650
Kia,Picanto,2019,2.4,Petrol,CVT,126538,Truck,RWD,7431886
Suzuki,Alto,2008,1.9,Hybrid,CVT,89161,SUV,RWD,4832822
Hyundai,Tucson,2006,1.1,Petrol,Manual,146439,Hatchback,FWD,6479289
Honda,Accord,2011,2.2,Electric,CVT,133721,Truck,AWD,4771296
Suzuki,Cultus,2019,2.1,Diesel,Automatic,98515,Sedan,RWD,4628114
Toyota,Corolla,2021,2.4,Electric,CVT,170873,Hatchback,RWD,5558011
Suzuki,Swift,2015,3.9,Diesel,Automatic,192783,Sedan,AWD,6033254
Hyundai,Sonata,2014,2.2,Petrol,Manual,145048,SUV,FWD,6680748
Suzuki,Swift,2006,3.3,Hybrid,Automatic,38314,Truck,RWD,4119084
Kia,Sportage,2006,1.4,Electric,CVT,52460,Hatchback,FWD,6790766
Toyota,Camry,2005,3.2,Electric,CVT,10236,Truck,RWD,1685089
Hyundai,Sonata,2007,2.2,Diesel,CVT,152610,Hatchback,RWD,7222808
Hyundai,Elantra,2014,2.9,Petrol,CVT,107045,Sedan,FWD,837522
Toyota,Fortuner,2022,2.9,Electric,CVT,62172,SUV,FWD,6871559
Honda,BR-V,2020,1.6,Diesel,Manual,160600,Hatchback,AWD,4524977
Hyundai,Tucson,2021,2.9,Diesel,Automatic,168131,SUV,AWD,1448267
Kia,Sportage,2014,2.3,Petrol,CVT,17284,Hatchback,RWD,7656575
Suzuki,Cultus,2019,1.6,Diesel,Manual,131828,Truck,FWD,1458516
Toyota,Yaris,2012,3.0,Electric,Manual,148762,Hatchback,RWD,7390110
Hyundai,Sonata,2019,1.3,Petrol,Manual,175248,Sedan,FWD,5746489
Kia,Cerato,2016,2.7,Diesel,Manual,69443,SUV,AWD,5916292
Hyundai,Tucson,2010,2.9,Petrol,Manual,74211,Truck,RWD,2204973
Suzuki,WagonR,2011,3.3,Electric,Automatic,22283,Sedan,RWD,2649221
Toyota,Camry,2007,1.2,Diesel,Automatic,164438,SUV,FWD,2930807
Toyota,Fortuner,2006,1.4,Electric,CVT,95867,Truck,AWD,1585665
Hyundai,Tucson,2021,1.1,Electric,CVT,21897,SUV,RWD,2763171
Suzuki,Alto,2011,3.7,Diesel,Manual,60030,Sedan,FWD,6601337
Kia,Sportage,2012,1.3,Petrol,Manual,55086,Hatchback,FWD,7560046
Honda,Accord,2023,0.9,Electric,Manual,58547,Hatchback,AWD,5469625
Honda,Civic,2005,0.9,Hybrid,Automatic,163484,Sedan,RWD,3450099
Toyota,Corolla,2005,2.4,Diesel,CVT,127095,Sedan,FWD,2577542
Toyota,Corolla,2019,2.5,Petrol,CVT,60500,Hatchback,AWD,1213424
Toyota,Corolla,2005,2.5,Petrol,CVT,55287,SUV,AWD,7305321
Honda,Accord,2019,3.1,Diesel,Manual,67282,SUV,FWD,6470788
Honda,Accord,2009,0.8,Hybrid,Manual,56855,Sedan,AWD,4773091
Toyota,Camry,2007,1.4,Petrol,Manual,12539,Truck,FWD,4574373
Suzuki,Swift,2010,2.0,Hybrid,Manual,48825,Truck,FWD,3544962
Honda,Civic,2011,1.5,Diesel,Automatic,97702,Truck,RWD,7342014
Honda,BR-V,2014,1.2,Electric,Manual,6109,Hatchback,RWD,6102941
Hyundai,Tucson,2005,1.7,Electric,Automatic,80010,Sedan,RWD,6811489
Toyota,Yaris,2014,1.1,Petrol,Manual,157810,Hatchback,RWD,7842443
Hyundai,Tucson,2017,3.4,Electric,Manual,94402,Hatchback,RWD,2579089
Hyundai,Sonata,2005,3.5,Petrol,Automatic,156204,Hatchback,AWD,6570382
Kia,Picanto,2017,3.6,Petrol,CVT,62432,Sedan,RWD,5738096
Honda,Civic,2008,3.5,Electric,Automatic,141999,Hatchback,FWD,3499695
Honda,Civic,2020,2.2,Hybrid,CVT,68654,Hatchback,RWD,5163345
Hyundai,Sonata,2005,3.9,Diesel,Automatic,152627,Sedan,FWD,1799211
Suzuki,Swift,2005,0.9,Diesel,Manual,162621,Truck,AWD,3532101
Hyundai,Sonata,2007,1.8,Diesel,Manual,83906,Hatchback,RWD,1627455
Kia,Picanto,2018,2.3,Electric,Manual,149842,Truck,FWD,6874037
Honda,Civic,2011,3.6,Diesel,Manual,121080,Sedan,RWD,3535530
Hyundai,Elantra,2006,1.4,Hybrid,Automatic,76694,Truck,FWD,2213900
Kia,Picanto,2013,3.4,Electric,CVT,100146,SUV,RWD,2570905
Hyundai,Sonata,2011,3.8,Petrol,CVT,7071,Truck,FWD,3327070
Toyota,Yaris,2013,1.6,Petrol,Automatic,33369,Truck,FWD,7640522
Hyundai,Tucson,2010,1.6,Diesel,Manual,100608,Truck,FWD,838870
Honda,City,2012,3.5,Petrol,Manual,38119,SUV,RWD,2490655
Hyundai,Elantra,2012,1.7,Hybrid,Manual,171459,Hatchback,RWD,1122108
Kia,Picanto,2017,2.6,Diesel,CVT,95712,Sedan,AWD,4826148
Honda,BR-V,2019,3.0,Hybrid,CVT,166719,Sedan,FWD,5427625
Honda,Civic,2007,1.4,Electric,CVT,45843,Hatchback,AWD,4014841
Suzuki,Swift,2008,1.9,Petrol,Manual,131188,Sedan,AWD,2319655
Kia,Picanto,2016,2.5,Electric,Manual,99346,SUV,AWD,1669137
Suzuki,WagonR,2019,2.2,Petrol,CVT,85974,Truck,AWD,5165728
Kia,Sportage,2023,3.1,Diesel,Automatic,180566,SUV,RWD,5994304
Toyota,Fortuner,2014,0.8,Petrol,Automatic,143979,Sedan,FWD,2459083
Honda,Civic,2021,2.2,Petrol,CVT,83578,SUV,AWD,4575374
Suzuki,WagonR,2008,3.0,Hybrid,Automatic,104777,Truck,FWD,5300288
Hyundai,Sonata,2014,2.8,Petrol,Automatic,152865,Sedan,FWD,1344022
Honda,BR-V,2016,0.8,Diesel,Automatic,191213,Hatchback,FWD,3899782
Kia,Sportage,2023,2.6,Electric,Automatic,192494,Sedan,FWD,4884606
Honda,City,2015,2.3,Hybrid,CVT,31431,Sedan,RWD,1694501
Toyota,Camry,2018,3.9,Diesel,CVT,113647,Sedan,AWD,5321518
Honda,City,2006,2.3,Electric,Manual,60929,SUV,FWD,6170980
Toyota,Corolla,2020,2.2,Electric,CVT,47890,Sedan,FWD,3367795
Kia,Picanto,2011,3.6,Diesel,Manual,31867,SUV,FWD,1301795
Suzuki,Swift,2011,0.9,Electric,Manual,137450,Sedan,RWD,4035570
Kia,Picanto,2023,3.9,Diesel,Manual,7712,Hatchback,RWD,3720154
Suzuki,Cultus,2018,3.5,Diesel,Manual,139625,Hatchback,FWD,7016250
Hyundai,Elantra,2018,1.8,Electric,Manual,27712,Truck,FWD,7685282
Suzuki,WagonR,2017,3.9,Hybrid,Automatic,107854,Sedan,AWD,1181857
Hyundai,Sonata,2005,1.9,Hybrid,Manual,185944,Hatchback,AWD,5642138
Kia,Cerato,2018,2.8,Hybrid,Manual,116862,Hatchback,FWD,1562122
Toyota,Corolla,2005,3.6,Petrol,Automatic,10720,Truck,FWD,5700321
Honda,Accord,2006,2.4,Electric,Manual,146716,Truck,RWD,1360623
Toyota,Yaris,2023,0.9,Electric,Manual,98732,Truck,AWD,5319762
Toyota,Yaris,2014,1.7,Diesel,Automatic,56778,Truck,AWD,7384128
Toyota,Camry,2016,2.3,Petrol,CVT,132110,Sedan,AWD,6882806
Kia,Sportage,2012,2.7,Electric,Automatic,90229,Truck,AWD,6850382
Hyundai,Elantra,2016,3.3,Diesel,Automatic,82416,Hatchback,AWD,1062892
Honda,City,2012,3.1,Hybrid,CVT,126847,SUV,RWD,1840306
Kia,Picanto,2012,1.0,Diesel,Manual,8670,Hatchback,FWD,1860277
Suzuki,Alto,2021,1.3,Hybrid,Manual,55404,Sedan,FWD,1638360
Suzuki,WagonR,2010,1.5,Petrol,Manual,96344,Sedan,RWD,2882384
Kia,Sportage,2015,0.9,Petrol,CVT,132143,SUV,RWD,4344954
Toyota,Yaris,2015,3.6,Petrol,Manual,124500,SUV,FWD,3074225
Suzuki,Alto,2016,2.5,Hybrid,CVT,199177,Hatchback,AWD,4957167
Honda,BR-V,2019,2.6,Hybrid,CVT,28875,Hatchback,AWD,2208160
Suzuki,Alto,2015,1.0,Petrol,Manual,91746,Hatchback,AWD,3108952
Hyundai,Tucson,2015,3.7,Hybrid,CVT,145246,SUV,AWD,1441761
Hyundai,Sonata,2023,2.5,Petrol,CVT,134654,Truck,AWD,5994278
Suzuki,Alto,2006,2.7,Diesel,Manual,39485,Sedan,RWD,3531910
Toyota,Yaris,2016,2.3,Hybrid,CVT,108942,Truck,FWD,5179068
Kia,Sportage,2015,1.1,Petrol,Automatic,27480,SUV,FWD,7978959
Kia,Picanto,2016,2.5,Petrol,CVT,109041,SUV,FWD,5845555
Toyota,Corolla,2007,3.8,Hybrid,Manual,33435,Hatchback,AWD,5759187
Kia,Sportage,2007,1.0,Electric,CVT,22415,Sedan,FWD,6591330
Hyundai,Elantra,2018,2.2,Electric,CVT,8807,Sedan,FWD,4795052
Toyota,Yaris,2021,1.0,Hybrid,Automatic,62609,SUV,RWD,2149988
Hyundai,Elantra,2018,2.7,Hybrid,Automatic,115088,Truck,RWD,1809566
Hyundai,Sonata,2020,3.3,Hybrid,Automatic,38395,Truck,RWD,7409896
Kia,Cerato,2012,2.7,Petrol,CVT,62141,Truck,FWD,7817193
Suzuki,WagonR,2018,1.2,Petrol,CVT,85173,Sedan,AWD,2515588
Toyota,Yaris,2014,3.8,Diesel,Manual,146255,Sedan,FWD,7933158
Kia,Cerato,2008,2.6,Diesel,Manual,93471,Sedan,AWD,7294043
Toyota,Corolla,2013,2.5,Diesel,Manual,13289,Sedan,RWD,6826302
Toyota,Yaris,2015,2.1,Hybrid,Manual,168550,Hatchback,FWD,6374006
Suzuki,WagonR,2011,2.5,Diesel,Automatic,81957,Sedan,FWD,3752345
Toyota,Corolla,2009,2.8,Hybrid,Automatic,59374,Sedan,RWD,3501756
Kia,Sportage,2016,1.4,Petrol,Automatic,41954,Hatchback,FWD,3932961
Kia,Sportage,2017,2.2,Electric,Manual,89554,SUV,RWD,2502744
Honda,Accord,2020,3.4,Electric,CVT,132410,Hatchback,RWD,3132772
Honda,City,2005,1.1,Diesel,CVT,137313,Truck,FWD,3383938
Suzuki,WagonR,2015,1.8,Hybrid,CVT,68808,Hatchback,RWD,4600973
Toyota,Yaris,2013,1.9,Hybrid,CVT,33813,Hatchback,FWD,6728388
Hyundai,Sonata,2015,2.4,Electric,Automatic,161591,Hatchback,FWD,1782976
Toyota,Camry,2007,1.9,Hybrid,Manual,150341,SUV,FWD,5645527
Hyundai,Sonata,2016,1.4,Electric,Automatic,92036,Sedan,AWD,5355524
Kia,Sportage,2010,2.3,Hybrid,CVT,176337,SUV,AWD,7238448
Honda,BR-V,2020,1.7,Petrol,Manual,179439,SUV,RWD,6555809
Hyundai,Tucson,2005,3.4,Petrol,CVT,131138,Truck,FWD,6542482
Honda,City,2007,2.2,Electric,CVT,95228,Hatchback,FWD,2081682
Kia,Sportage,2022,4.0,Hybrid,Automatic,167775,SUV,FWD,2834457
Kia,Picanto,2006,2.5,Electric,Manual,51052,SUV,AWD,3688223
Honda,City,2018,1.4,Electric,Manual,41005,SUV,FWD,1200615
Suzuki,WagonR,2022,2.4,Electric,Manual,22535,Sedan,RWD,5332237
Hyundai,Tucson,2005,3.8,Petrol,Automatic,74139,Sedan,RWD,5902729
Honda,BR-V,2007,1.6,Hybrid,Automatic,24367,Hatchback,FWD,2888865
Hyundai,Elantra,2016,1.3,Hybrid,Manual,187314,Sedan,RWD,6956843
Toyota,Camry,2023,1.1,Diesel,CVT,186056,SUV,RWD,7681223
Honda,Civic,2015,2.4,Petrol,CVT,53647,Truck,RWD,4373662
Kia,Picanto,2008,3.5,Electric,CVT,122893,Sedan,RWD,5906789
Honda,Accord,2023,1.5,Hybrid,Automatic,121816,SUV,AWD,2486631
Toyota,Fortuner,2016,3.1,Diesel,CVT,71770,SUV,AWD,6643778
Kia,Picanto,2022,4.0,Petrol,CVT,83673,Hatchback,AWD,1827141
Toyota,Fortuner,2022,3.7,Electric,CVT,94434,Sedan,FWD,7649493
Kia,Sportage,2022,3.0,Hybrid,Manual,107543,Sedan,AWD,3250991
Hyundai,Elantra,2023,1.2,Petrol,Automatic,5575,Hatchback,AWD,6267386
Honda,BR-V,2009,1.1,Diesel,Manual,20230,Sedan,FWD,2699944
Toyota,Corolla,2023,2.8,Diesel,CVT,107756,Sedan,RWD,3187170
Hyundai,Elantra,2009,1.9,Hybrid,Automatic,147842,Hatchback,FWD,5530142
Hyundai,Elantra,2005,1.0,Diesel,CVT,157229,SUV,FWD,885353
Honda,City,2012,2.7,Hybrid,Automatic,119861,Truck,RWD,2442632
Honda,Accord,2021,1.6,Electric,Manual,191825,Hatchback,AWD,5825199
Kia,Cerato,2022,3.5,Petrol,Manual,40121,Sedan,RWD,6484855
Toyota,Fortuner,2008,2.3,Petrol,Manual,15942,Sedan,RWD,3231657
Kia,Sportage,2009,3.1,Electric,Automatic,121640,Hatchback,AWD,7756412
Suzuki,Cultus,2011,3.5,Diesel,Manual,178053,Truck,AWD,4158509
Suzuki,WagonR,2010,2.1,Petrol,Manual,106222,Truck,RWD,2369842
Honda,City,2019,1.3,Electric,Automatic,54124,Truck,RWD,5467686
Kia,Sportage,2019,2.1,Electric,Manual,107710,SUV,AWD,2435259
Honda,Accord,2014,3.9,Petrol,CVT,173436,Sedan,FWD,4027052
Honda,Accord,2013,2.5,Diesel,Manual,174532,Hatchback,RWD,5495357
Hyundai,Elantra,2017,3.1,Petrol,Manual,23080,Sedan,FWD,6448896
Hyundai,Elantra,2010,4.0,Hybrid,Manual,32597,Truck,AWD,3913904
Toyota,Corolla,2007,1.2,Diesel,Automatic,143664,Sedan,RWD,2996934
Kia,Sportage,2019,2.2,Hybrid,CVT,120705,Truck,RWD,5756343
Suzuki,Cultus,2011,1.5,Hybrid,Manual,25160,SUV,RWD,4863571
Kia,Sportage,2011,3.0,Petrol,Manual,7276,SUV,AWD,3812032
Hyundai,Sonata,2010,2.8,Petrol,Manual,165990,SUV,RWD,3328421
Toyota,Camry,2017,1.4,Petrol,CVT,134397,Truck,RWD,7401679
Hyundai,Sonata,2017,1.4,Petrol,Manual,144715,Sedan,RWD,3108230
Honda,Accord,2018,3.0,Diesel,CVT,121904,Hatchback,RWD,5232941
Toyota,Yaris,2018,2.3,Hybrid,Automatic,144420,SUV,RWD,864571
Hyundai,Elantra,2010,3.1,Hybrid,Manual,153227,Hatchback,RWD,6662787
Toyota,Corolla,2018,3.6,Electric,CVT,160754,Sedan,RWD,1905397
Toyota,Camry,2007,3.7,Diesel,Manual,158105,Truck,RWD,7853149
Suzuki,Alto,2015,0.8,Petrol,CVT,45296,SUV,FWD,5548974
Honda,City,2018,2.9,Diesel,Automatic,88824,SUV,FWD,7385170
Hyundai,Tucson,2018,2.7,Petrol,Manual,127780,Hatchback,AWD,2289228
Toyota,Fortuner,2009,3.1,Electric,Automatic,5058,SUV,AWD,4340944
Kia,Cerato,2013,2.9,Diesel,Manual,98325,Hatchback,FWD,4327858
Suzuki,WagonR,2009,3.4,Diesel,Automatic,53357,SUV,FWD,2813330
Kia,Cerato,2009,1.5,Electric,Manual,169105,Hatchback,RWD,1755860
Toyota,Yaris,2010,3.4,Diesel,CVT,126061,Hatchback,RWD,5066926
Toyota,Camry,2023,1.8,Electric,Manual,113155,Hatchback,FWD,2962245
Hyundai,Sonata,2014,3.2,Electric,Manual,110581,SUV,AWD,6406534
Kia,Picanto,2020,1.8,Diesel,Automatic,114626,SUV,FWD,7940705
Toyota,Yaris,2006,1.8,Diesel,CVT,10840,Truck,FWD,3753054
Suzuki,Cultus,2018,1.7,Diesel,Automatic,70154,Sedan,AWD,2282400
Hyundai,Tucson,2021,3.4,Diesel,CVT,156414,Hatchback,RWD,7268359
Kia,Cerato,2022,1.0,Diesel,CVT,191644,Truck,FWD,3045869
Hyundai,Tucson,2007,2.1,Electric,CVT,94748,Sedan,FWD,2709269
Hyundai,Sonata,2010,4.0,Petrol,Manual,128978,Hatchback,RWD,5938693
Honda,City,2008,3.1,Petrol,CVT,189032,Truck,RWD,3955106
Hyundai,Elantra,2019,1.8,Petrol,CVT,153459,Truck,FWD,1001916
Honda,Civic,2007,2.2,Petrol,Manual,29155,Sedan,FWD,6709187
Toyota,Corolla,2022,2.5,Electric,Automatic,127137,Truck,RWD,885329
Suzuki,Swift,2012,2.1,Hybrid,Manual,198866,Sedan,AWD,1011539
Honda,Civic,2013,3.4,Electric,Automatic,197068,SUV,RWD,928906
Hyundai,Sonata,2022,1.2,Electric,CVT,118701,SUV,FWD,5431823
Honda,BR-V,2017,1.1,Diesel,Manual,6414,SUV,AWD,1973365
Toyota,Camry,2009,3.2,Electric,Automatic,134493,Hatchback,RWD,3036413
Hyundai,Tucson,2014,3.6,Electric,Manual,28081,Hatchback,FWD,5866193
Kia,Sportage,2013,2.7,Electric,Automatic,34608,Sedan,FWD,2157067
Toyota,Yaris,2020,2.1,Hybrid,CVT,198072,SUV,FWD,2122795
Suzuki,Swift,2009,1.7,Electric,Manual,141145,Hatchback,AWD,3097272
Toyota,Yaris,2009,2.8,Electric,Automatic,82620,Sedan,FWD,2238276
Kia,Cerato,2023,3.3,Electric,Automatic,107842,Sedan,RWD,3381585
Honda,City,2009,1.3,Petrol,Manual,52275,Truck,RWD,5167266
Honda,Civic,2022,2.0,Petrol,Automatic,188122,SUV,FWD,3725328
